identifier,sent,status,msgType,senderName,event,responseType,urgency,severity,certainty,headline,description,instruction,areaDesc,date,time,description_clean,prediction,true_num,pred_num,error
NWS-IDP-PROD-4259401-3589032,2020-06-06T23:16:00.000Z,Actual,Update,NWS Riverton WY,Severe Thunderstorm Watch,['Monitor'],Future,Severe,Possible,Severe Thunderstorm Watch issued June 6 at 5:16PM MDT until June 6 at 8:00PM MDT by NWS Riverton WY,"SEVERE THUNDERSTORM WATCH 263 REMAINS VALID UNTIL 8 PM MDT THIS
EVENING FOR THE FOLLOWING AREAS

IN WYOMING THIS WATCH INCLUDES 2 COUNTIES

IN CENTRAL WYOMING

NATRONA

IN NORTH CENTRAL WYOMING

JOHNSON

THIS INCLUDES THE CITIES OF BUFFALO, CASPER, AND KAYCEE.",,"Johnson, WY; Natrona, WY",2020-06-06,23:16:00,"severe thunderstorm watch 263 remains valid until 8 pm mdt this evening for the following areas in wyoming this watch includes 2 counties in central wyoming natrona in north central wyoming johnson this includes the cities of buffalo, casper, and kaycee.",Severe,3,3,0
AS-HI-1f6c000d-43af-41d4-8191-9eabe250a776,2022-12-22T09:14:56.000Z,Actual,Alert,"Hawaii Emergency Management Agency,HI",Required Monthly Test,,Immediate,Extreme,Observed,Required Monthly Test,This is a required test of the Emergency Alert System for broadcast stations in Hawaii. No action required. ,,,2022-12-22,09:14:56,this is a required test of the emergency alert system for broadcast stations in hawaii. no action required.,Minor,4,1,-3
NWS-130404-682453,2013-12-26T18:48:04.000Z,Actual,Alert,NWS Wichita KS,Extreme Fire Danger,['Prepare'],Expected,Moderate,Likely,Extreme Fire Danger issued December 26 at 12:47PM CST by NWS Wichita KS,"THE GFDI DOES NOT ACCOUNT FOR PRECIPITATION THAT OCCURS WITHIN
THE HOUR PRECEDING ANY GIVEN FORECAST HOUR BELOW OR ANY SNOW ON
THE GROUND AT THE FORECAST HOUR. PLEASE MAKE APPROPRIATE ADJUSTMENTS.(ALL TIME REFERENCES ARE IN CST)

DAY/DATE      24HR INDEX   *  MID  3AM  6AM  9AM NOON  3PM  6PM  9PM
THU DEC 26  MODERATE    5  *                       M    M    L    L  
FRI DEC 27  MODERATE    3  *   L    L    L    L    L    M    L    L  
SAT DEC 28  HIGH       12  *   L    L    L    M    H    H    L    M  
SUN DEC 29  HIGH        8  *   M    M    M    H    H    M    M    L  
MON DEC 30  LOW         2  *   L    L    L    L    L    L    L    L  
TUE DEC 31  LOW         2  *   L    L    L    L    L    L    L    L",,Reno,2013-12-26,18:48:04,the gfdi does not account for precipitation that occurs within the hour preceding any given forecast hour below or any snow on the ground at the forecast hour. please make appropriate adjustments.(all time references are in cst) day/date 24hr index * mid 3am 6am 9am noon 3pm 6pm 9pm thu dec 26 moderate 5 * m m l l fri dec 27 moderate 3 * l l l l l m l l sat dec 28 high 12 * l l l m h h l m sun dec 29 high 8 * m m m h h m m l mon dec 30 low 2 * l l l l l l l l tue dec 31 low 2 * l l l l l l l l,Severe,2,3,1
NWS-IDP-PROD-4256362-3586987,2020-06-05T21:00:00.000Z,Actual,Update,NWS Quad Cities IA IL,Flood Warning,['Avoid'],Immediate,Severe,Observed,Flood Warning issued June 5 at 4:00PM CDT until June 9 at 7:00AM CDT by NWS Quad Cities IA IL,"Updated afternoon flood information for area rivers.

River forecasts include past precipitation and forecast rainfall for
the next 24 hours.

The Flood Warning continues for
The Mississippi River at Keithsburg.
* Until Monday.
* At  3:30 PM Friday the stage was 14.1 feet and slowly rising.
* Flood stage is 14.0 feet.
* Minor flooding is occurring.
* Forecast, Rise to 14.2 feet Saturday. Fall below flood stage
Monday.
* Impact, At  14.0 feet, Water affects a campground along the river
at Keithsburg.","If you encounter a flooded roadway, turn around and find an
alternate route. Turn around, don't drown.","Mercer, IL; Louisa, IA; Des Moines, IA; Henderson, IL",2020-06-05,21:00:00,"updated afternoon flood information for area rivers. river forecasts include past precipitation and forecast rainfall for the next 24 hours. the flood warning continues for the mississippi river at keithsburg. * until monday. * at 3:30 pm friday the stage was 14.1 feet and slowly rising. * flood stage is 14.0 feet. * minor flooding is occurring. * forecast, rise to 14.2 feet saturday. fall below flood stage monday. * impact, at 14.0 feet, water affects a campground along the river at keithsburg.",Severe,3,3,0
NWS-IDP-PROD-4254947-3586155,2020-06-05T04:32:00.000Z,Actual,Alert,NWS Kansas City/Pleasant HIll MO,Severe Thunderstorm Watch,['Monitor'],Future,Severe,Possible,Severe Thunderstorm Watch issued June 4 at 11:32PM CDT until June 5 at 5:00AM CDT by NWS Kansas City/Pleasant HIll MO,"THE NATIONAL WEATHER SERVICE HAS ISSUED SEVERE THUNDERSTORM WATCH
255 IN EFFECT UNTIL 5 AM CDT FRIDAY FOR THE FOLLOWING AREAS

IN KANSAS THIS WATCH INCLUDES 6 COUNTIES

IN EAST CENTRAL KANSAS

JOHNSON KS            MIAMI

IN NORTHEAST KANSAS

ATCHISON KS           DONIPHAN              LEAVENWORTH
WYANDOTTE

IN MISSOURI THIS WATCH INCLUDES 24 COUNTIES

IN CENTRAL MISSOURI

SALINE

IN NORTH CENTRAL MISSOURI

CALDWELL              CARROLL               DAVIESS
GRUNDY                HARRISON              LIVINGSTON
MERCER

IN NORTHWEST MISSOURI

ANDREW                ATCHISON MO           BUCHANAN
CLINTON               DEKALB                GENTRY
HOLT                  NODAWAY               WORTH

IN WEST CENTRAL MISSOURI

CASS                  CLAY                  JACKSON
JOHNSON MO            LAFAYETTE             PLATTE
RAY

THIS INCLUDES THE CITIES OF ALBANY, ATCHISON, BELTON, BETHANY,
BRAYMER, BRECKENRIDGE, CAMERON, CARROLLTON, CHILLICOTHE,
CLARKSDALE, CONCORDIA, COUNTRY CLUB VILLA, CRAIG, ELWOOD,
EXCELSIOR SPRINGS, FAIRFAX, FOREST CITY, FORT LEAVENWORTH,
GALLATIN, GLADSTONE, GRANT CITY, HAMILTON, HARRISONVILLE,
HIGGINSVILLE, HIGHLAND, INDEPENDENCE, JAMESPORT, KANSAS CITY,
KANSAS CITY KANSAS, KING CITY, LANSING, LATHROP, LAWSON,
LEAVENWORTH, LENEXA, LEXINGTON, LIBERTY, LOUISBURG, MAITLAND,
MARSHALL, MARYVILLE, MAYSVILLE, MERCER, MOUND CITY, ODESSA,
OLATHE, OREGON, OSAWATOMIE, OSBORN, OVERLAND PARK, PAOLA,
PARKVILLE, PLATTE CITY, PLATTSBURG, PLEASANT HILL, POLO,
PRINCETON, RAYMORE, RICHMOND, RIVERSIDE, ROCKPORT, SAVANNAH,
SHAWNEE, ST. JOSEPH, ST. JOSEPH AIRPORT, STANBERRY, STANLEY,
STEWARTSVILLE, TARKIO, TRENTON, TROY, UNION STAR, WARRENSBURG,
WATHENA, WEATHERBY LAKE, AND WESTON.",,"Daviess, MO; Carroll, MO; Doniphan, KS; Worth, MO; Grundy, MO; Lafayette, MO; Gentry, MO; Andrew, MO; Jackson, MO; Platte, MO; Nodaway, MO; Johnson, MO; Caldwell, MO; Harrison, MO; Atchison, KS; Miami, KS; Livingston, MO; Ray, MO; Buchanan, MO; Johnson, KS; Mercer, MO; Wyandotte, KS; Holt, MO; Cass, MO; DeKalb, MO; Saline, MO; Clinton, MO; Leavenworth, KS; Atchison, MO; Clay, MO",2020-06-05,04:32:00,"the national weather service has issued severe thunderstorm watch 255 in effect until 5 am cdt friday for the following areas in kansas this watch includes 6 counties in east central kansas johnson ks miami in northeast kansas atchison ks doniphan leavenworth wyandotte in missouri this watch includes 24 counties in central missouri saline in north central missouri caldwell carroll daviess grundy harrison livingston mercer in northwest missouri andrew atchison mo buchanan clinton dekalb gentry holt nodaway worth in west central missouri cass clay jackson johnson mo lafayette platte ray this includes the cities of albany, atchison, belton, bethany, braymer, breckenridge, cameron, carrollton, chillicothe, clarksdale, concordia, country club villa, craig, elwood, excelsior springs, fairfax, forest city, fort leavenworth, gallatin, gladstone, grant city, hamilton, harrisonville, higginsville, highland, independence, jamesport, kansas city, kansas city kansas, king city, lansing, lathrop, lawson, leavenworth, lenexa, lexington, liberty, louisburg, maitland, marshall, maryville, maysville, mercer, mound city, odessa, olathe, oregon, osawatomie, osborn, overland park, paola, parkville, platte city, plattsburg, pleasant hill, polo, princeton, raymore, richmond, riverside, rockport, savannah, shawnee, st. joseph, st. joseph airport, stanberry, stanley, stewartsville, tarkio, trenton, troy, union star, warrensburg, wathena, weatherby lake, and weston.",Severe,3,3,0
NWS-130404-683778-472745,2013-12-27T21:41:24.000Z,Actual,Alert,NWS Los Angeles/Oxnard CA,Fire Weather Watch,['Prepare'],Future,Severe,Possible,Fire Weather Watch issued December 27 at 1:41PM PST expiring December 29 at 10:00PM PST by NWS Los Angeles/Oxnard CA,".MODERATE TO LOCALLY STRONG SANTA ANA WINDS ARE EXPECTED TO REDEVELOP
ACROSS SOUTHERN CALIFORNIA LATE SATURDAY NIGHT INTO SUNDAY. PEAK WINDS
ARE EXPECTED TO OCCUR ON SUNDAY...WHEN THERE WILL BE THE POTENTIAL FOR
WIND GUSTS IN THE 50 TO 60 MPH RANGE ACROSS THE MOUNTAINS...AND 40
TO 50 MPH ACROSS COASTAL AND VALLEY AREAS. HUMIDITIES WILL LIKELY
LOWER INTO THE TEENS AND SINGLE DIGITS ON SUNDAY. THE COMBINATION OF
GUSTY NORTHEAST WINDS...LOW HUMIDITIES...WARM TEMPERATURES...AND
DRY FUELS WILL POTENTIALLY BRING CRITICAL FIRE WEATHER CONDITIONS TO
MUCH OF LOS ANGELES AND VENTURA COUNTIES...PROMPTING THIS FIRE WEATHER
WATCH. OFFSHORE WINDS ARE EXPECTED TO DIMINISH SUNDAY NIGHT INTO
MONDAY...HOWEVER VERY WARM AND DRY CONDTIONS WILL MAINTAIN
ELEVATED FIRE DANGER INTO MONDAY.THE NATIONAL WEATHER SERVICE IN LOS ANGELES/OXNARD HAS ISSUED A
FIRE WEATHER WATCH FOR GUSTY NORTHEAST WINDS AND LOW HUMIDITIES...WHICH
IS IN EFFECT FROM LATE SATURDAY NIGHT THROUGH SUNDAY EVENING.

* WINDS...NORTHEAST WINDS WILL INCREASE LATE SATURDAY
  NIGHT...PEAKING ON SUNDAY. DURING THE PEAK OF THE
  EVENT...NORTHEAST WINDS 15 TO 25 MPH WITH GUSTS UP TO 40 MPH
  WILL BE POSSIBLE IN THE FOOTHILLS.

* RELATIVE HUMIDITY...LOWERING INTO TEENS AND SINGLE DIGITS ON SUNDAY.

* TEMPERATURES...HIGHS IN THE MID TO UPPER 70S.

* IMPACTS...THE COMBINATION OF GUSTY NORTHEAST WINDS...LOW
  HUMIDITY...WARM TEMPERATURES...AND DRY FUELS WILL POTENTIALLY BRING
  CRITICAL FIRE WEATHER CONDITIONS.","A FIRE WEATHER WATCH MEANS THAT CRITICAL FIRE WEATHER CONDITIONS
ARE FORECAST TO OCCUR. PLEASE ADVISE THE APPROPRIATE OFFICIALS OR
FIRE CREWS IN THE FIELD OF THIS FIRE WEATHER WATCH. LISTEN FOR
LATER FORECASTS AND POSSIBLE RED FLAG WARNINGS.

PLEASE ADVISE THE APPROPRIATE OFFICIALS OR FIRE CREWS IN THE FIELD
OF THIS FIRE WEATHER WATCH.

",Los Angeles,2013-12-27,21:41:24,.moderate to locally strong santa ana winds are expected to redevelop across southern california late saturday night into sunday. peak winds are expected to occur on sunday...when there will be the potential for wind gusts in the 50 to 60 mph range across the mountains...and 40 to 50 mph across coastal and valley areas. humidities will likely lower into the teens and single digits on sunday. the combination of gusty northeast winds...low humidities...warm temperatures...and dry fuels will potentially bring critical fire weather conditions to much of los angeles and ventura counties...prompting this fire weather watch. offshore winds are expected to diminish sunday night into monday...however very warm and dry condtions will maintain elevated fire danger into monday.the national weather service in los angeles/oxnard has issued a fire weather watch for gusty northeast winds and low humidities...which is in effect from late saturday night through sunday evening. * winds...northeast winds will increase late saturday night...peaking on sunday. during the peak of the event...northeast winds 15 to 25 mph with gusts up to 40 mph will be possible in the foothills. * relative humidity...lowering into teens and single digits on sunday. * temperatures...highs in the mid to upper 70s. * impacts...the combination of gusty northeast winds...low humidity...warm temperatures...and dry fuels will potentially bring critical fire weather conditions.,Severe,3,3,0
NWS-IDP-PROD-4260812-3590038,2020-06-07T13:33:00.000Z,Actual,Update,NWS Honolulu HI,Small Craft Advisory,['Avoid'],Expected,Minor,Likely,Small Craft Advisory issued June 7 at 3:33AM HST until June 7 at 6:00PM HST by NWS Honolulu HI,"* WHAT...East winds 20 to 25 kt.

* WHERE...Big Island Leeward Waters, Alenuihaha Channel, Big
Island Southeast Waters.

* WHEN...Until 6 PM HST this evening.

* IMPACTS...Conditions will be hazardous to small craft.","Inexperienced mariners, especially those operating smaller
vessels, should avoid navigating in these conditions.",Big Island Southeast Waters; Alenuihaha Channel; Big Island Leeward Waters,2020-06-07,13:33:00,"* what...east winds 20 to 25 kt. * where...big island leeward waters, alenuihaha channel, big island southeast waters. * when...until 6 pm hst this evening. * impacts...conditions will be hazardous to small craft.",Severe,1,3,2
NWS-IDP-PROD-4258310-3588317,2020-06-06T16:48:00.000Z,Actual,Update,NWS Grand Junction CO,Severe Thunderstorm Warning,['Shelter'],Immediate,Severe,Observed,Severe Thunderstorm Warning issued June 6 at 10:48AM MDT until June 6 at 11:00AM MDT by NWS Grand Junction CO,"At 1047 AM MDT, a severe thunderstorm was located 20 miles north of
Moab, moving north at 55 mph.

HAZARD...60 mph wind gusts and quarter size hail.

SOURCE...Radar indicated.

IMPACT...Hail damage to vehicles is expected. Expect wind damage to
roofs, siding, and trees.

Locations impacted include...
Arches National Park.

This includes Interstate 70 in Utah between mile markers 188 and 203.","Prepare immediately for large hail and damaging winds. People outside
should move to a shelter, inside a strong building and away from
windows.","Grand, UT",2020-06-06,16:48:00,"at 1047 am mdt, a severe thunderstorm was located 20 miles north of moab, moving north at 55 mph. hazard...60 mph wind gusts and quarter size hail. source...radar indicated. impact...hail damage to vehicles is expected. expect wind damage to roofs, siding, and trees. locations impacted include... arches national park. this includes interstate 70 in utah between mile markers 188 and 203.",Severe,3,3,0
NWS-IDP-PROD-4260529-3589829,2020-06-07T09:11:00.000Z,Actual,Update,NWS Lake Charles LA,Tropical Storm Warning,['Avoid'],Immediate,Severe,Observed,Tropical Storm Warning issued June 7 at 4:11AM CDT by NWS Lake Charles LA,"* WHAT...East winds 30 to 40 kt with gusts up to 55 kt and seas
6 to 11 feet.

* WHERE...Waters from Lower Atchafalaya River to Intracoastal
City LA from 20 to 60 NM, Coastal waters from Lower
Atchafalaya River to Intracoastal City LA out 20 NM and
Vermilion Bay.

* WHEN...Tropical Storm force winds possible until early this
evening.

* IMPACTS...Very strong winds will cause hazardous seas which
could capsize or damage vessels and reduce visibility.","Mariners should alter plans to avoid these hazardous conditions.
Remain in port, seek safe harbor, alter course, and/or secure the
vessel for severe conditions.",Waters from Lower Atchafalaya River to Intracoastal City LA from 20 to 60 NM; Vermilion Bay; Coastal waters from Lower Atchafalaya River to Intracoastal City LA out 20 NM,2020-06-07,09:11:00,"* what...east winds 30 to 40 kt with gusts up to 55 kt and seas 6 to 11 feet. * where...waters from lower atchafalaya river to intracoastal city la from 20 to 60 nm, coastal waters from lower atchafalaya river to intracoastal city la out 20 nm and vermilion bay. * when...tropical storm force winds possible until early this evening. * impacts...very strong winds will cause hazardous seas which could capsize or damage vessels and reduce visibility.",Severe,3,3,0
NWS-IDP-PROD-4263973-3592356,2020-06-08T21:19:00.000Z,Actual,Update,NWS Portland OR,Small Craft Advisory,['Avoid'],Expected,Minor,Likely,Small Craft Advisory issued June 8 at 2:19PM PDT until June 9 at 5:00PM PDT by NWS Portland OR,"* WHAT...South winds 15 to 25 kt with gusts up to 30 kt and seas 8
to 12 feet at 9 seconds expected. Periodic isolated gusts around
35 kt possible.

* WHERE...Waters from Cascade Head to Florence OR from 10 to 60
NM and Coastal waters from Cascade Head to Florence OR out 10
NM.

* WHEN...From 8 PM this evening to 5 PM PDT Tuesday.

* IMPACTS...Conditions will be hazardous to small craft.","Inexperienced mariners, especially those operating smaller
vessels, should avoid navigating in hazardous conditions.",Waters from Cascade Head to Florence OR from 10 to 60 nm; Coastal waters from Cascade Head to Florence OR out 10 nm,2020-06-08,21:19:00,* what...south winds 15 to 25 kt with gusts up to 30 kt and seas 8 to 12 feet at 9 seconds expected. periodic isolated gusts around 35 kt possible. * where...waters from cascade head to florence or from 10 to 60 nm and coastal waters from cascade head to florence or out 10 nm. * when...from 8 pm this evening to 5 pm pdt tuesday. * impacts...conditions will be hazardous to small craft.,Severe,1,3,2
NWS-IDP-PROD-4256576,2020-06-05T22:06:00.000Z,Actual,Alert,NWS Albuquerque NM,Special Weather Statement,['Execute'],Expected,Moderate,Observed,Special Weather Statement issued June 5 at 4:06PM MDT by NWS Albuquerque NM,"At 405 PM MDT, Doppler radar was tracking strong thunderstorms along
a line extending from Kirtland to 13 miles south of Shiprock to 6
miles south of Sanostee. Movement was north at 35 mph.

Wind gusts of 50 to 55 mph will be possible with these storms.

Locations impacted include...
Southwestern Farmington, Kirtland, Shiprock, Ojo Amarillo, Sanostee,
Fruitland, Upper Fruitland, Nenahnezad, Rattlesnake and Tocito.

This includes Highway 64 between Mile Markers 7 and 48.","If threatening weather approaches your area, take shelter in a sturdy
building.",Chuska Mountains; Northwest Plateau,2020-06-05,22:06:00,"at 405 pm mdt, doppler radar was tracking strong thunderstorms along a line extending from kirtland to 13 miles south of shiprock to 6 miles south of sanostee. movement was north at 35 mph. wind gusts of 50 to 55 mph will be possible with these storms. locations impacted include... southwestern farmington, kirtland, shiprock, ojo amarillo, sanostee, fruitland, upper fruitland, nenahnezad, rattlesnake and tocito. this includes highway 64 between mile markers 7 and 48.",Severe,2,3,1
NWS-130404-694600-481176,2014-01-03T17:07:19.000Z,Actual,Alert,NWS Grand Forks ND,Blizzard Warning,['Prepare'],Expected,Extreme,Likely,Blizzard Warning issued January 3 at 11:06AM CST expiring January 4 at 9:00AM CST by NWS Grand Forks ND,"...BLIZZARD CONDITIONS WILL DEVELOP LATE THIS AFTERNOON THROUGH
THE OVERNIGHT HOURS IN THE VALLEY...

 .LOW PRESSURE WILL TRACK FROM NEAR REGINA TO GRAND FORKS BY LATE
THIS AFTERNOON AND THEN TOWARD DULUTH TONIGHT. SNOW WILL CONTINUE
TO SPREAD ACROSS SOUTHERN CANADA AND INTO THE LAKE OF THE WOODS
REGION TODAY AND CONTINUE TONIGHT WITH TOTAL SNOWFALL OF 3 TO
5 INCHES. SOUTH OF THE LOW TRACK FROM ALONG HIGHWAY TWO AND
SOUTHWARD LITTLE TO NO PRECIPITATION WILL FALL THIS MORNING WITH
A CHANCE FOR SOME LIGHT MIXED FREEZING RAIN...SLEET OR LIGHT SNOW
DEVELOPING BY MID TO LATE AFTERNOON.

AS THE SURFACE LOW MOVES EAST OF GRAND FORKS THIS EVENING...NORTH
TO NORTHWEST WINDS WILL INCREASE TO 30 TO 45 MPH CAUSING BLIZZARD
CONDITIONS TO DEVELOP. THESE WINDS WILL FIRST IMPACT THE FAR
NORTHERN RED RIVER VALLEY INTO THE DEVILS LAKE BASIN BETWEEN
3 AND 6 PM TODAY AND THEN CONTINUE TONIGHT. FARTHER SOUTH THE
STRONG WINDS AND BLIZZARD CONDITIONS WILL NOT DEVELOP UNTIL AFTER
7 PM. 

THE HIGHEST WINDS AND WORST BLOWING SNOW WILL SUBSIDE SATURDAY
MORNING. TEMPERATURES WILL SLOWLY FALL SATURDAY...WITH A LARGER
COLD AIRMASS TO DROP IN SATURDAY NIGHT-SUNDAY AND INTO EARLY NEXT
WEEK. UNLIKE THE LAST COLD AIR OUTBREAK...WINDS WILL REMAIN A
FACTOR AND CREATE A DANGEROUSLY LOW WIND CHILL VALUE OF 40 TO
60 BELOW ZERO SUNDAY INTO MONDAY.THE NATIONAL WEATHER SERVICE IN GRAND FORKS HAS ISSUED A BLIZZARD
WARNING...WHICH IS IN EFFECT FROM 9 PM THIS EVENING TO 9 AM CST
SATURDAY. THE BLIZZARD WATCH IS NO LONGER IN EFFECT. 

* TIMING...BLIZZARD CONDITIONS WILL DEVELOP IN THE FARGO AREA
  BETWEEN 9 PM AND 11 PM THIS EVENING.

* WINDS/VISIBILITY...WINDS WILL INCREASE AND BECOME NORTH-
  NORTHWEST AT 30 TO 45 MPH WITH GUSTS TO 50 MPH BY 10 PM CONTINUE
  THROUGH EARLY SATURDAY MORNING CAUSING WHITEOUT CONDITIONS IN
  OPEN COUNTRY IN THE SOUTHERN RED RIVER VALLEY BY MIDNIGHT.

* SNOW ACCUMULATIONS...AROUND ONE INCH OF SNOW CAN BE EXPECTED
  TONIGHT...ALTHOUGH A PERIOD OF SLEET AND FREEZING RAIN THIS
  AFTERNOON INTO EARLY EVENING COULD CAUSE EXTREMELY ICY
  CONDITIONS BEFORE BLIZZARD CONDITIONS DEVELOP TONIGHT.

* OTHER IMPACTS...FOR THIS AFTERNOON THERE IS A RISK OF SOME 
  LIGHT FREEZING RAIN OR SLEET AND VERY ICY ROADS. 

* OTHER IMPACTS...BE PREPARED FOR POTENTIAL LIFE THREATENING WIND
  CHILLS FROM 40 TO 60 BELOW LATER ON SATURDAY THROUGH EARLY NEXT
  WEEK.","A BLIZZARD WARNING MEANS SEVERE WINTER WEATHER CONDITIONS ARE
EXPECTED OR OCCURRING. FALLING AND BLOWING SNOW WITH STRONG WINDS
AND POOR VISIBILITIES ARE LIKELY. THIS WILL LEAD TO WHITEOUT
CONDITIONS...MAKING TRAVEL EXTREMELY DANGEROUS. DO NOT TRAVEL. IF
YOU MUST TRAVEL...HAVE A WINTER SURVIVAL KIT WITH YOU. IF YOU GET
STRANDED...STAY WITH YOUR VEHICLE.

",Cass; Richland; Clay; Wilkin; Ransom; Grant; Barnes; Sargent; Otter Tail; Becker,2014-01-03,17:07:19,...blizzard conditions will develop late this afternoon through the overnight hours in the valley... .low pressure will track from near regina to grand forks by late this afternoon and then toward duluth tonight. snow will continue to spread across southern canada and into the lake of the woods region today and continue tonight with total snowfall of 3 to 5 inches. south of the low track from along highway two and southward little to no precipitation will fall this morning with a chance for some light mixed freezing rain...sleet or light snow developing by mid to late afternoon. as the surface low moves east of grand forks this evening...north to northwest winds will increase to 30 to 45 mph causing blizzard conditions to develop. these winds will first impact the far northern red river valley into the devils lake basin between 3 and 6 pm today and then continue tonight. farther south the strong winds and blizzard conditions will not develop until after 7 pm. the highest winds and worst blowing snow will subside saturday morning. temperatures will slowly fall saturday...with a larger cold airmass to drop in saturday night-sunday and into early next week. unlike the last cold air outbreak...winds will remain a factor and create a dangerously low wind chill value of 40 to 60 below zero sunday into monday.the national weather service in grand forks has issued a blizzard warning...which is in effect from 9 pm this evening to 9 am cst saturday. the blizzard watch is no longer in effect. * timing...blizzard conditions will develop in the fargo area between 9 pm and 11 pm this evening. * winds/visibility...winds will increase and become north- northwest at 30 to 45 mph with gusts to 50 mph by 10 pm continue through early saturday morning causing whiteout conditions in open country in the southern red river valley by midnight. * snow accumulations...around one inch of snow can be expected tonight...although a period of sleet and freezing rain this afternoon into early evening could cause extremely icy conditions before blizzard conditions develop tonight. * other impacts...for this afternoon there is a risk of some light freezing rain or sleet and very icy roads. * other impacts...be prepared for potential life threatening wind chills from 40 to 60 below later on saturday through early next week.,Severe,4,3,-1
NWS-IDP-PROD-4256285-3586945,2020-06-05T20:30:00.000Z,Actual,Update,NWS Baltimore MD/Washington DC,Small Craft Advisory,['Avoid'],Expected,Minor,Likely,Small Craft Advisory issued June 5 at 4:30PM EDT until June 5 at 8:00PM EDT by NWS Baltimore MD/Washington DC,"* WHAT...South winds 10 to 15 kt with gusts up to 20 kt.

* WHERE...Tidal Potomac River from Indian Head MD to Smith Point
VA, Chesapeake Bay from Pooles Island MD to Smith Point VA,
Chester River to Queenstown MD, Patuxent River to Broomes
Island MD, Tangier Sound and the inland waters surrounding
Bloodsworth Island, Choptank River to Cambridge MD and the
Little Choptank River, and Eastern Bay.

* WHEN...Until 8 PM EDT this evening.

* IMPACTS...Conditions will be hazardous to small craft.","Inexperienced mariners, especially those operating smaller
vessels, should avoid navigating in hazardous conditions.",Chesapeake Bay from Sandy Point to North Beach MD; Patuxent River to Broomes Island MD; Chester River to Queenstown MD; Chesapeake Bay from Drum Point MD to Smith Point VA; Chesapeake Bay from North Beach to Drum Point MD; Eastern Bay; Tidal Potomac from Indian Head to Cobb Island MD; Choptank River to Cambridge MD and the Little Choptank River; Tidal Potomac from Cobb Island MD to Smith Point VA; Tangier Sound and the inland waters surrounding Bloodsworth Island; Chesapeake Bay from Pooles Island to Sandy Point MD,2020-06-05,20:30:00,"* what...south winds 10 to 15 kt with gusts up to 20 kt. * where...tidal potomac river from indian head md to smith point va, chesapeake bay from pooles island md to smith point va, chester river to queenstown md, patuxent river to broomes island md, tangier sound and the inland waters surrounding bloodsworth island, choptank river to cambridge md and the little choptank river, and eastern bay. * when...until 8 pm edt this evening. * impacts...conditions will be hazardous to small craft.",Severe,1,3,2
NWS-130404-681979,2013-12-26T09:38:04.000Z,Actual,Alert,NWS Wichita KS,Extreme Fire Danger,['Prepare'],Expected,Moderate,Likely,Extreme Fire Danger issued December 26 at 3:37AM CST by NWS Wichita KS,"THE GFDI DOES NOT ACCOUNT FOR PRECIPITATION THAT OCCURS WITHIN
THE HOUR PRECEDING ANY GIVEN FORECAST HOUR BELOW OR ANY SNOW ON
THE GROUND AT THE FORECAST HOUR. PLEASE MAKE APPROPRIATE ADJUSTMENTS.(ALL TIME REFERENCES ARE IN CST)

DAY/DATE      24HR INDEX   *  MID  3AM  6AM  9AM NOON  3PM  6PM  9PM
THU DEC 26  MODERATE    5  *        L    L    L    M    M    L    L  
FRI DEC 27  MODERATE    3  *   L    L    L    L    L    M    L    L  
SAT DEC 28  HIGH       12  *   L    L    L    L    M    H    L    M  
SUN DEC 29  HIGH        9  *   M    M    M    H    H    M    M    L  
MON DEC 30  LOW         2  *   L    L    L    L    L    L    L    L  
TUE DEC 31  LOW         2  *   L    L    L    L    L    L    L    L",,Kingman,2013-12-26,09:38:04,the gfdi does not account for precipitation that occurs within the hour preceding any given forecast hour below or any snow on the ground at the forecast hour. please make appropriate adjustments.(all time references are in cst) day/date 24hr index * mid 3am 6am 9am noon 3pm 6pm 9pm thu dec 26 moderate 5 * l l l m m l l fri dec 27 moderate 3 * l l l l l m l l sat dec 28 high 12 * l l l l m h l m sun dec 29 high 9 * m m m h h m m l mon dec 30 low 2 * l l l l l l l l tue dec 31 low 2 * l l l l l l l l,Severe,2,3,1
